season,fbref_name,fpl_name,fuzzy_score
2021-2022,Andriy Yarmolenko,Andriy Yarmolenko,100.0
2021-2022,,Onel Hernández,
2021-2022,Ben Chilwell,Benjamin Chilwell,83.0
2021-2022,Leander Dendoncker,Leander Dendoncker,100.0
2021-2022,Andrew Robertson,Andrew Robertson,100.0
2021-2022,Marcus Rashford,Marcus Rashford,100.0
2021-2022,Rayan Aït Nouri,Rayan Ait Nouri,93.0
2021-2022,,Michal Karbownik,
2021-2022,Ciaran Clark,Ciaran Clark,100.0
2021-2022,Pascal Groß,Pascal Groß,100.0
2021-2022,,Bobby Thomas,
2021-2022,John McGinn,John McGinn,100.0
2021-2022,Bukayo Saka,Bukayo Saka,100.0
2021-2022,Takumi Minamino,Takumi Minamino,100.0
2021-2022,,Rhys Williams,
2021-2022,Jack Butland,Jack Butland,100.0
2021-2022,João Cancelo,João Pedro Cavaco Cancelo,86.0
2021-2022,João Pedro,João Pedro Cavaco Cancelo,90.0
2021-2022,João Moutinho,João Pedro Cavaco Cancelo,86.0
2021-2022,Pedro Neto,João Pedro Cavaco Cancelo,86.0
2021-2022,Marvelous Nakamba,Marvelous Nakamba,100.0
2021-2022,Cédric Soares,Cédric Soares,100.0
2021-2022,Joe Gomez,Joseph Gomez,86.0
2021-2022,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91.0
2021-2022,Eric Dier,Eric Dier,100.0
2021-2022,Jan Bednarek,Jan Bednarek,100.0
2021-2022,Steven Alzate,Steven Alzate,100.0
2021-2022,,Nathaniel Chalobah,
2021-2022,Nuno Tavares,Fabio Henrique Tavares,86.0
2021-2022,Pontus Jansson,Pontus Jansson,100.0
2021-2022,João Cancelo,João Filipe Iria Santos Moutinho,86.0
2021-2022,Gabriel Dos Santos,João Filipe Iria Santos Moutinho,86.0
2021-2022,João Pedro,João Filipe Iria Santos Moutinho,86.0
2021-2022,João Moutinho,João Filipe Iria Santos Moutinho,86.0
2021-2022,Samir Santos,João Filipe Iria Santos Moutinho,86.0
2021-2022,Asmir Begović,Asmir Begović,100.0
2021-2022,Aymeric Laporte,Aymeric Laporte,100.0
2021-2022,Nuno Tavares,Nuno Varela Tavares,86.0
2021-2022,Kostas Tsimikas,Konstantinos Tsimikas,83.0
2021-2022,Jacob Murphy,Jacob Murphy,100.0
2021-2022,Mason Mount,Mason Mount,100.0
2021-2022,Yoane Wissa,Yoane Wissa,100.0
2021-2022,Donny van de Beek,Donny van de Beek,100.0
2021-2022,Divock Origi,Divock Origi,100.0
2021-2022,Dimitris Giannoulis,Dimitris Giannoulis,100.0
2021-2022,Anwar El Ghazi,Anwar El Ghazi,100.0
2021-2022,Kyle Walker,Kyle Walker-Peters,90.0
2021-2022,Kyle Walker-Peters,Kyle Walker-Peters,100.0
2021-2022,Mohamed Elyounoussi,Mohamed Elyounoussi,100.0
2021-2022,Christian Kabasele,Christian Kabasele,100.0
2021-2022,,Andre Gray,
2021-2022,Ibrahima Konaté,Ibrahima Konaté,100.0
2021-2022,Jean-Philippe Mateta,Jean-Philippe Mateta,100.0
2021-2022,Dane Scarlett,Dane Scarlett,100.0
2021-2022,Luke Thomas,Luke Thomas,100.0
2021-2022,Diego Llorente,Diego Llorente,100.0
2021-2022,Robin Koch,Robin Koch,100.0
2021-2022,Albert Sambi Lokonga,Albert Sambi Lokonga,100.0
2021-2022,Sam Greenwood,Sam Greenwood,100.0
2021-2022,Nathan Aké,Nathan Ferguson,86.0
2021-2022,Nathan Ferguson,Nathan Ferguson,100.0
2021-2022,Alexandre Lacazette,Alexandre Lacazette,100.0
2021-2022,Kevin De Bruyne,Kevin De Bruyne,100.0
2021-2022,Kevin Long,Kevin De Bruyne,86.0
2021-2022,Mohamed Salah,Mohamed Salah,100.0
2021-2022,Raheem Sterling,Raheem Sterling,100.0
2021-2022,Wilfried Zaha,Wilfried Zaha,100.0
2021-2022,Fred,Freddie Woodman,90.0
2021-2022,Freddie Woodman,Freddie Woodman,100.0
2021-2022,Robert Sánchez,Robert Sánchez,100.0
2021-2022,Robert Sanchez,Robert Sánchez,93.0
2021-2022,Neco Williams,Neco Williams,100.0
2021-2022,Ben Chilwell,Ben Mee,86.0
2021-2022,Ben Godfrey,Ben Mee,86.0
2021-2022,Ben Johnson,Ben Mee,86.0
2021-2022,Ben Mee,Ben Mee,100.0
2021-2022,Pascal Struijk,Pascal Struijk,100.0
2021-2022,Tom Davies,Tom Davies,100.0
2021-2022,,Konstantinos Mavropanos,
2021-2022,Alex Iwobi,Alex Iwobi,100.0
2021-2022,Alex Oxlade-Chamberlain,Alex Iwobi,86.0
2021-2022,Edouard Mendy,Edouard Mendy,100.0
2021-2022,,Serge Aurier,
2021-2022,Marc Albrighton,Marc Guéhi,86.0
2021-2022,Marc Guéhi,Marc Guéhi,100.0
2021-2022,Matěj Vydra,Matej Vydra,91.0
2021-2022,,Ethan Ampadu,
2021-2022,Marcus Forss,Marcus Forss,100.0
2021-2022,Todd Cantwell,Todd Cantwell,100.0
2021-2022,Jarrod Bowen,Jarrod Bowen,100.0
2021-2022,Folarin Balogun,Folarin Balogun,100.0
2021-2022,Benjamin Mendy,Benjamin Mendy,100.0
2021-2022,Bernardo Silva,Willian Borges Da Silva,86.0
2021-2022,Fábio Silva,Willian Borges Da Silva,86.0
2021-2022,Thiago Silva,Willian Borges Da Silva,86.0
2021-2022,Donny van de Beek,Francisco Machado Mota de Castro Trincão,86.0
2021-2022,Jonny Castro,Francisco Machado Mota de Castro Trincão,86.0
2021-2022,Francisco Sierralta,Francisco Machado Mota de Castro Trincão,86.0
2021-2022,Francisco Trincão,Francisco Machado Mota de Castro Trincão,86.0
2021-2022,Manuel Lanzini,Manuel Lanzini,100.0
2021-2022,Moussa Sissoko,Moussa Sissoko,100.0
2021-2022,Luka Milivojević,Luka Milivojevic,94.0
2021-2022,Ruben Loftus-Cheek,Ruben Loftus-Cheek,100.0
2021-2022,Dominic Thompson,Dominic Thompson,100.0
2021-2022,Alex Iwobi,Rúnar Alex Rúnarsson,86.0
2021-2022,Alex Král,Rúnar Alex Rúnarsson,86.0
2021-2022,Alex McCarthy,Rúnar Alex Rúnarsson,86.0
2021-2022,Alex Telles,Rúnar Alex Rúnarsson,86.0
2021-2022,Gabriel Dos Santos,Rui Pedro dos Santos Patrício,86.0
2021-2022,Pedro Neto,Rui Pedro dos Santos Patrício,86.0
2021-2022,Samir Santos,Rui Pedro dos Santos Patrício,86.0
2021-2022,Eberechi Eze,Eberechi Eze,100.0
2021-2022,,Joseph Hungbo,
2021-2022,Dale Stephens,Dale Stephens,100.0
2021-2022,,James Rodríguez,
2021-2022,Dwight Gayle,Dwight Gayle,100.0
2021-2022,Rúben Dias,Raphael Dias Belloli,86.0
2021-2022,Issa Diop,Issa Diop,100.0
2021-2022,,Michy Batshuayi,
2021-2022,Diogo Dalot,Rúben Diogo da Silva Neves,86.0
2021-2022,Rúben Dias,Rúben Diogo da Silva Neves,86.0
2021-2022,Diogo Jota,Rúben Diogo da Silva Neves,86.0
2021-2022,Rúben Neves,Rúben Diogo da Silva Neves,86.0
2021-2022,Bernardo Silva,Rúben Diogo da Silva Neves,86.0
2021-2022,Fábio Silva,Rúben Diogo da Silva Neves,86.0
2021-2022,Thiago Silva,Rúben Diogo da Silva Neves,86.0
2021-2022,Mateo Kovačić,Mateo Kovacic,85.0
2021-2022,Conor Gallagher,Conor Gallagher,100.0
2021-2022,Anthony Martial,Anthony Martial,100.0
2021-2022,Crysencio Summerville,Crysencio Summerville,100.0
2021-2022,Rico Henry,Rico Henry,100.0
2021-2022,Harry Winks,Harry Winks,100.0
2021-2022,,Davy Pröpper,
2021-2022,Fred,Frederik Alves,90.0
2021-2022,Rodri,Rodrigo Moreno,90.0
2021-2022,Rodrigo,Rodrigo Moreno,90.0
2021-2022,Cristian Romero,Cristian Romero,100.0
2021-2022,Callum Wilson,Callum Wilson,100.0
2021-2022,Joël Matip,Joel Matip,90.0
2021-2022,Dan Gosling,Dan Gosling,100.0
2021-2022,Virgil van Dijk,Virgil van Dijk,100.0
2021-2022,,Ben Wilmot,
2021-2022,Saïd Benrahma,Saïd Benrahma,100.0
2021-2022,Max Aarons,Max Aarons,100.0
2021-2022,Demarai Gray,Demarai Gray,100.0
2021-2022,Antonio Rüdiger,Antonio Rüdiger,100.0
2021-2022,,Philip Zinckernagel,
2021-2022,Ederson,Dean Henderson,83.0
2021-2022,Jordan Henderson,Dean Henderson,87.0
2021-2022,Jamaal Lascelles,Jamaal Lascelles,100.0
2021-2022,,Darren Randolph,
2021-2022,Mads Bech Sørensen,Mads Bech Sørensen,100.0
2021-2022,Malang Sarr,Malang Sarr,100.0
2021-2022,Douglas Luiz,Douglas Luiz Soares de Paulo,90.0
2021-2022,Cédric Soares,Douglas Luiz Soares de Paulo,86.0
2021-2022,Sergi Canós,Sergi Canós,100.0
2021-2022,Przemysław Płacheta,Przemyslaw Placheta,89.0
2021-2022,Patson Daka,Patson Daka,100.0
2021-2022,Stuart Armstrong,Stuart Armstrong,100.0
2021-2022,Ismaila Sarr,Ismaila Sarr,100.0
2021-2022,,Owen Otasowie,
2021-2022,,Reece Hannam,
2021-2022,Martin Dúbravka,Martin Dubravka,93.0
2021-2022,Nathaniel Clyne,Nathaniel Clyne,100.0
2021-2022,Łukasz Fabiański,Lukasz Fabianski,88.0
2021-2022,,Gylfi Sigurdsson,
2021-2022,Yerry Mina,Yerry Mina,100.0
2021-2022,Nathan Collins,Nathan Collins,100.0
2021-2022,,Mattéo Guendouzi,
2021-2022,Shandon Baptiste,Shandon Baptiste,100.0
2021-2022,James Justin,James Justin,100.0
2021-2022,,Conor Coventry,
2021-2022,Grant Hanley,Grant Hanley,100.0
2021-2022,Emiliano Martínez,Emiliano Martínez,100.0
2021-2022,Oriol Romeu,Oriol Romeu Vidal,90.0
2021-2022,Emil Krafth,Emil Krafth,100.0
2021-2022,Christian Pulisic,Christian Pulisic,100.0
2021-2022,,Jarosław Jach,
2021-2022,Tom Cleverley,Tom Cleverley,100.0
2021-2022,Çağlar Söyüncü,Çaglar Söyüncü,93.0
2021-2022,John Stones,John Stones,100.0
2021-2022,Pedro Neto,Pedro Lomba Neto,86.0
2021-2022,Danny Ings,Danny Ings,100.0
2021-2022,Gabriel Jesus,Gabriel Fernando de Jesus,86.0
2021-2022,Fernando Marçal,Gabriel Fernando de Jesus,86.0
2021-2022,Scott McTominay,Scott McTominay,100.0
2021-2022,Pablo Marí,Pablo Marí,100.0
2021-2022,Taylor Richards,Taylor Richards,100.0
2021-2022,,Florin Andone,
2021-2022,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100.0
2021-2022,Kalvin Phillips,Kalvin Phillips,100.0
2021-2022,Oliver Skipp,Oliver Skipp,100.0
2021-2022,Ollie Watkins,Ollie Watkins,100.0
2021-2022,Ethan Pinnock,Ethan Pinnock,100.0
2021-2022,Vitaly Janelt,Vitaly Janelt,100.0
2021-2022,Davinson Sánchez,Davinson Sánchez,100.0
2021-2022,,Mark Gillespie,
2021-2022,Bryan,Bryan Mbeumo,90.0
2021-2022,Bryan Mbeumo,Bryan Mbeumo,100.0
2021-2022,Abdoulaye Doucouré,Abdoulaye Doucouré,100.0
2021-2022,Tim Iroegbunam,Tim Krul,86.0
2021-2022,Tim Krul,Tim Krul,100.0
2021-2022,Jakob Sørensen,Jacob Sørensen,93.0
2021-2022,Jamal Lewis,Jamal Lewis,100.0
2021-2022,Rodri,Rodrigo Hernandez,90.0
2021-2022,Rodrigo,Rodrigo Hernandez,90.0
2021-2022,,Winston Reid,
2021-2022,Axel Tuanzebe,Axel Tuanzebe,100.0
2021-2022,Hakim Ziyech,Hakim Ziyech,100.0
2021-2022,Patrick Bamford,Patrick Bamford,100.0
2021-2022,,William Saliba,
2021-2022,Marc Albrighton,Marc Albrighton,100.0
2021-2022,Marc Guéhi,Marc Albrighton,86.0
2021-2022,Kevin Long,Kevin Long,100.0
2021-2022,Jamie Vardy,Jamie Vardy,100.0
2021-2022,Alisson,Alisson Ramses Becker,90.0
2021-2022,Emi Buendía,Emiliano Buendía Stati,86.0
2021-2022,Miguel Almirón,Miguel Almirón,100.0
2021-2022,Pablo Fornals,Pablo Fornals,100.0
2021-2022,Moisés Caicedo,Moisés Caicedo,100.0
2021-2022,Andros Townsend,Andros Townsend,100.0
2021-2022,Jonjo Shelvey,Jonjo Shelvey,100.0
2021-2022,Matt Doherty,Matt Doherty,100.0
2021-2022,Jean-Philippe Gbamin,Jean-Philippe Gbamin,100.0
2021-2022,Yan Valery,Yan Valery,100.0
2021-2022,Valery,Yan Valery,90.0
2021-2022,Charlie Goode,Charlie Goode,100.0
2021-2022,Marcos Alonso,Marcos Alonso,100.0
2021-2022,Josh Dasilva,Pelenda Joshua Dasilva,86.0
2021-2022,Joshua King,Pelenda Joshua Dasilva,86.0
2021-2022,Allan,Allan Marques Loureiro,90.0
2021-2022,Oleksandr Zinchenko,Oleksandr Zinchenko,100.0
2021-2022,,Nathaniel Phillips,
2021-2022,Adam Armstrong,Adam Armstrong,100.0
2021-2022,Adam Idah,Adam Armstrong,86.0
2021-2022,Josh Sargent,Joshua Sargent,92.0
2021-2022,,Phil Bardsley,
2021-2022,James Milner,James Milner,100.0
2021-2022,Jed Steer,Jed Steer,100.0
2021-2022,Mark Noble,Mark Noble,100.0
2021-2022,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang,100.0
2021-2022,Pierre Højbjerg,Pierre-Emerick Aubameyang,86.0
2021-2022,José Sá,José Malheiro de Sá,86.0
2021-2022,Fraser Forster,Fraser Forster,100.0
2021-2022,Matty Cash,Matthew Cash,82.0
2021-2022,Allan,Allan Saint-Maximin,90.0
2021-2022,Allan Saint-Maximin,Allan Saint-Maximin,100.0
2021-2022,Jarrad Branthwaite,Jarrad Branthwaite,100.0
2021-2022,Joel Ward,Joel Ward,100.0
2021-2022,James Ward-Prowse,Joel Ward,86.0
2021-2022,Milot Rashica,Milot Rashica,100.0
2021-2022,Vladimír Coufal,Vladimir Coufal,93.0
2021-2022,Fabian Delph,Fabian Delph,100.0
2021-2022,Ben Johnson,Ben Johnson,100.0
2021-2022,Ben Mee,Ben Johnson,86.0
2021-2022,Jon Rowe,Emile Smith Rowe,86.0
2021-2022,Emile Smith Rowe,Emile Smith Rowe,100.0
2021-2022,,Toby Alderweireld,
2021-2022,Joelinton,Joelinton Cássio Apolinário de Lira,90.0
2021-2022,Karl Darlow,Karl Darlow,100.0
2021-2022,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,100.0
2021-2022,Christian Benteke,Christian Benteke,100.0
2021-2022,Riyad Mahrez,Riyad Mahrez,100.0
2021-2022,Dele Alli,Bamidele Alli,82.0
2021-2022,Frank Onyeka,Frank Onyeka,100.0
2021-2022,Rodri,Jay Rodriguez,90.0
2021-2022,Jay Rodriguez,Jay Rodriguez,100.0
2021-2022,,Ellery Balcombe,
2021-2022,,Marco Stiepermann,
2021-2022,Valentino Livramento,Tino Livramento,86.0
2021-2022,Joe Gelhardt,Joe Hart,86.0
2021-2022,Ashley Westwood,Ashley Westwood,100.0
2021-2022,Charlie Taylor,Charlie Taylor,100.0
2021-2022,Mads Bidstrup,Mads Bidstrup,100.0
2021-2022,Mason Holgate,Mason Holgate,100.0
2021-2022,Jack Stephens,Jack Stephens,100.0
2021-2022,Anthony Gordon,Anthony Gordon,100.0
2021-2022,Chris Wood,Chris Wood,100.0
2021-2022,Nélson Semedo,Nélson Cabral Semedo,86.0
2021-2022,,Scott Banks,
2021-2022,Romain Saïss,Romain Saïss,100.0
2021-2022,Ben Gibson,Ben Gibson,100.0
2021-2022,Oghenekaro Etebo,Oghenekaro Peter Etebo,95.0
2021-2022,Alphonse Areola,Alphonse Areola,100.0
2021-2022,Jordan Ayew,Jordan Ayew,100.0
2021-2022,Fernando Marçal,Fernando Marçal,100.0
2021-2022,Alex Iwobi,Alex Nicolao Telles,86.0
2021-2022,Alex Král,Alex Nicolao Telles,86.0
2021-2022,Alex Telles,Alex Nicolao Telles,86.0
2021-2022,Zack Steffen,Zack Steffen,100.0
2021-2022,Lucas Digne,Lucas Rodrigues Moura da Silva,86.0
2021-2022,Lucas Moura,Lucas Rodrigues Moura da Silva,86.0
2021-2022,Bernardo Silva,Lucas Rodrigues Moura da Silva,86.0
2021-2022,Thiago Silva,Lucas Rodrigues Moura da Silva,86.0
2021-2022,Steven Bergwijn,Steven Bergwijn,100.0
2021-2022,Roberto Firmino,Roberto Firmino,100.0
2021-2022,Callum Hudson-Odoi,Callum Hudson-Odoi,100.0
2021-2022,Morgan Sanson,Morgan Sanson,100.0
2021-2022,Harry Maguire,Harry Maguire,100.0
2021-2022,Max Kilman,Max Kilman,100.0
2021-2022,Teemu Pukki,Teemu Pukki,100.0
2021-2022,Mohamed Elneny,Mohamed Naser El Sayed Elneny,86.0
2021-2022,Mohamed Elyounoussi,Mohamed Naser El Sayed Elneny,86.0
2021-2022,Anwar El Ghazi,Mohamed Naser El Sayed Elneny,86.0
2021-2022,Mohamed Salah,Mohamed Naser El Sayed Elneny,86.0
2021-2022,William Smallbone,William Smallbone,100.0
2021-2022,,Adedapo Awokoya-Mebude,
2021-2022,Kelechi Iheanacho,Kelechi Iheanacho,100.0
2021-2022,Ashley Fletcher,Ashley Fletcher,100.0
2021-2022,Daniel James,Daniel James,100.0
2021-2022,Lewis Bate,Lewis Richardson,86.0
2021-2022,Lewis Dunk,Lewis Richardson,86.0
2021-2022,Kieran Tierney,Kieran Tierney,100.0
2021-2022,Ben Foster,Ben Foster,100.0
2021-2022,Adam Webster,Adam Webster,100.0
2021-2022,Alex McCarthy,Alex McCarthy,100.0
2021-2022,Alex Oxlade-Chamberlain,Alex McCarthy,86.0
2021-2022,,Matthew Pollock,
2021-2022,Ki-Jana Hoever,Ki-Jana Hoever,100.0
2021-2022,Aaron Wan-Bissaka,Aaron Wan-Bissaka,100.0
2021-2022,Joël Veltman,Joël Veltman,100.0
2021-2022,Stuart Dallas,Stuart Dallas,100.0
2021-2022,Carney Chukwuemeka,Carney Chukwuemeka,100.0
2021-2022,Ben Godfrey,Ben Godfrey,100.0
2021-2022,Ben Mee,Ben Godfrey,86.0
2021-2022,Pierre Lees-Melou,Pierre Lees-Melou,100.0
2021-2022,Tyler Roberts,Tyler Roberts,100.0
2021-2022,,Andreas Pereira,
2021-2022,Jamie Shackleton,Jamie Shackleton,100.0
2021-2022,Ross Barkley,Ross Barkley,100.0
2021-2022,Ivan Toney,Ivan Toney,100.0
2021-2022,Lewis Dunk,Lewis Dunk,100.0
2021-2022,Jason Steele,Jason Steele,100.0
2021-2022,Cole Palmer,Cole Palmer,100.0
2021-2022,James Maddison,James Maddison,100.0
2021-2022,,Solomon March,
2021-2022,Jesuran Rak Sakyi,Jesurun Rak-Sakyi,94.0
2021-2022,Kyle Walker,Kyle Walker,100.0
2021-2022,Kyle Walker-Peters,Kyle Walker,90.0
2021-2022,Isaac Hayden,Isaac Hayden,100.0
2021-2022,Giovani Lo Celso,Giovani Lo Celso,100.0
2021-2022,Vicente Guaita,Vicente Guaita,100.0
2021-2022,,Marc Navarro,
2021-2022,Mathias Jensen,Mathias Jensen,100.0
2021-2022,Mathias Jørgensen,Mathias Jensen,90.0
2021-2022,Moussa Djenepo,Moussa Djenepo,100.0
2021-2022,Japhet Tanganga,Japhet Tanganga,100.0
2021-2022,,Olivier Giroud,
2021-2022,Tariq Lamptey,Tariq Lamptey,100.0
2021-2022,Ken Sema,Ken Sema,100.0
2021-2022,Edinson Cavani,Edinson Cavani,100.0
2021-2022,Junior Firpo,Héctor Junior Firpo Adames,90.0
2021-2022,Pierre Højbjerg,Pierre-Emile Højbjerg,95.0
2021-2022,Imran Louza,Imrân Louza,91.0
2021-2022,Trent Alexander-Arnold,Trent Alexander-Arnold,100.0
2021-2022,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,86.0
2021-2022,,Michael Obafemi,
2021-2022,James Tarkowski,James Tarkowski,100.0
2021-2022,Cheikhou Kouyaté,Cheikhou Kouyaté,100.0
2021-2022,Naby Keïta,Naby Keita,90.0
2021-2022,Kristoffer Ajer,Kristoffer Ajer,100.0
2021-2022,,Michael McGovern,
2021-2022,Jack Grealish,Jack Grealish,100.0
2021-2022,Matthew Lowton,Matthew Lowton,100.0
2021-2022,,Erik Lamela,
2021-2022,Rúben Dias,Rúben Santos Gato Alves Dias,86.0
2021-2022,Rúben Neves,Rúben Santos Gato Alves Dias,86.0
2021-2022,,Xherdan Shaqiri,
2021-2022,Ashley Barnes,Ashley Barnes,100.0
2021-2022,Daniel Bachmann,Daniel Bachmann,100.0
2021-2022,Romelu Lukaku,Romelu Lukaku,100.0
2021-2022,,Conor Hourihane,
2021-2022,William Troost-Ekong,William Troost-Ekong,100.0
2021-2022,Nathan Tella,Nathan Tella,100.0
2021-2022,Nathan Young-Coombes,Nathan Tella,86.0
2021-2022,Shane Long,Shane Long,100.0
2021-2022,,Bernardo Mota Veiga de Carvalho e Silva,
2021-2022,Adam Armstrong,Adam Idah,86.0
2021-2022,Adam Idah,Adam Idah,100.0
2021-2022,,Kjell Scherpen,
2021-2022,Conor Coady,Conor Coady,100.0
2021-2022,Angus Gunn,Angus Gunn,100.0
2021-2022,,Mbwana Ally Samatta,
2021-2022,Allan,Adam Lallana,90.0
2021-2022,Adam Lallana,Adam Lallana,100.0
2021-2022,Youri Tielemans,Youri Tielemans,100.0
2021-2022,Hugo Lloris,Hugo Lloris,100.0
2021-2022,Craig Cathcart,Craig Cathcart,100.0
2021-2022,Saman Ghoddos,Saman Ghoddos,100.0
2021-2022,Illan Meslier,Illan Meslier,100.0
2021-2022,,Francisco Casilla Cortés,
2021-2022,,Gabriel Magalhães,
2021-2022,Tanguy Ndombele,Tanguy Ndombele,100.0
2021-2022,Francisco Sierralta,Francisco Sierralta,100.0
2021-2022,Ederson,Jordan Henderson,83.0
2021-2022,Jordan Henderson,Jordan Henderson,100.0
2021-2022,Ibrahima Diallo,Ibrahima Diallo,100.0
2021-2022,Calum Chambers,Calum Chambers,100.0
2021-2022,Dwight McNeil,Dwight McNeil,100.0
2021-2022,Jonny Castro,Jonathan Castro Otto,86.0
2021-2022,,Patrik Gunnarsson,
2021-2022,,Matthew Longstaff,
2021-2022,James Tomkins,James Tomkins,100.0
2021-2022,Timo Werner,Timo Werner,100.0
2021-2022,David Raya,David Raya Martin,90.0
2021-2022,Nick Pope,Nick Pope,100.0
2021-2022,Ezri Konsa,Ezri Konsa Ngoyo,90.0
2021-2022,Kristoffer Klaesson,Kristoffer Klaesson,100.0
2021-2022,Gabriel Jesus,Gabriel Teodoro Martinelli Silva,86.0
2021-2022,Martinelli,Gabriel Teodoro Martinelli Silva,90.0
2021-2022,,Christian Marques,
2021-2022,Son Heung-min,Heung-Min Son,95.0
2021-2022,Jack Cork,Jack Cork,100.0
2021-2022,,Domingos Quina,
2021-2022,Aaron Ramsdale,Aaron Ramsey,85.0
2021-2022,,Patrick Cutrone,
2021-2022,Jacob Ramsey,Jacob Ramsey,100.0
2021-2022,Nathan Aké,Nathan Aké,100.0
2021-2022,Nathan Ferguson,Nathan Aké,86.0
2021-2022,Jonjoe Kenny,Jonjoe Kenny,100.0
2021-2022,,Dennis Praet,
2021-2022,Joe Willock,Joseph Willock,88.0
2021-2022,Angelo Ogbonna,Angelo Ogbonna,100.0
2021-2022,Pablo Fornals,Pablo Hernández Domínguez,86.0
2021-2022,Pablo Marí,Pablo Hernández Domínguez,86.0
2021-2022,Reiss Nelson,Reiss Nelson,100.0
2021-2022,Rob Holding,Rob Holding,100.0
2021-2022,Harry Kane,Harry Kane,100.0
2021-2022,Troy Deeney,Troy Deeney,100.0
2021-2022,Séamus Coleman,Seamus Coleman,93.0
2021-2022,Harvey Barnes,Harvey Barnes,100.0
2021-2022,Sergio Reguilón,Sergio Reguilón,100.0
2021-2022,Timothy Castagne,Timothy Castagne,100.0
2021-2022,Joachim Andersen,Joachim Andersen,100.0
2021-2022,Leon Bailey,Bailey Peacock-Farrell,86.0
2021-2022,,Tom Heaton,
2021-2022,,Pierluigi Gollini,
2021-2022,Josh Brownhill,Josh Brownhill,100.0
2021-2022,João Cancelo,João Pedro Junqueira de Jesus,86.0
2021-2022,Gabriel Jesus,João Pedro Junqueira de Jesus,86.0
2021-2022,João Pedro,João Pedro Junqueira de Jesus,90.0
2021-2022,João Moutinho,João Pedro Junqueira de Jesus,86.0
2021-2022,,Ian Carlo Poveda-Ocampo,
2021-2022,,Frederico Rodrigues de Paula Santos,
2021-2022,,Yerson Mosquera Valdelamar,
2021-2022,Tyrick Mitchell,Tyrick Mitchell,100.0
2021-2022,Wayne Hennessey,Wayne Hennessey,100.0
2021-2022,Andreas Christensen,Andreas Christensen,100.0
2021-2022,Jack Harrison,Jack Harrison,100.0
2021-2022,David de Gea,David de Gea,100.0
2021-2022,Victor Lindelöf,Victor Lindelöf,100.0
2021-2022,Jannik Vestergaard,Jannik Vestergaard,100.0
2021-2022,Ayoze Pérez,Ayoze Pérez,100.0
2021-2022,Neal Maupay,Neal Maupay,100.0
2021-2022,Danny Welbeck,Danny Welbeck,100.0
2021-2022,,Tomas Soucek,
2021-2022,Aaron Connolly,Aaron Connolly,100.0
2021-2022,Javier Manquillo,Javier Manquillo,100.0
2021-2022,Romain Perraud,Romain Perraud,100.0
2021-2022,Will Hughes,Will Hughes,100.0
2021-2022,Nicolas Pépé,Nicolas Pépé,100.0
2021-2022,Martinelli,Martin Kelly,82.0
2021-2022,,Andreas Söndergaard,
2021-2022,,Will Norris,
2021-2022,Granit Xhaka,Granit Xhaka,100.0
2021-2022,,Jan Zamburek,
2021-2022,,Andi Zeqiri,
2021-2022,Fábio Silva,Fabio Silva,91.0
2021-2022,Michail Antonio,Michail Antonio,100.0
2021-2022,Bruno Fernandes,Bernardo Fernandes Da Silva Junior,86.0
2021-2022,Junior Firpo,Bernardo Fernandes Da Silva Junior,86.0
2021-2022,Yves Bissouma,Yves Bissouma,100.0
2021-2022,Luke Ayling,Luke Ayling,100.0
2021-2022,Mads Bidstrup,Mads Roerslev Rasmussen,86.0
2021-2022,Mads Roerslev,Mads Roerslev Rasmussen,90.0
2021-2022,Jonny Evans,Jonny Evans,100.0
2021-2022,Anthony Elanga,Anthony Elanga,100.0
2021-2022,Joe Rodon,Joe Rodon,100.0
2021-2022,Ferrán Torres,Ferran Torres,92.0
2021-2022,Wesley Moraes,Wesley Moraes,100.0
2021-2022,Jordan Pickford,Jordan Pickford,100.0
2021-2022,Erik Pieters,Erik Pieters,100.0
2021-2022,Juan Mata,Juan Camilo Hernández Suárez,86.0
2021-2022,Bernd Leno,Bernd Leno,100.0
2021-2022,Kai Havertz,Kai Havertz,100.0
2021-2022,,Daniel N'Lundulu,
2021-2022,Leon Bailey,Leon Bailey,100.0
2021-2022,Michael Olise,Michael Olise,100.0
2021-2022,Morgan Gibbs-White,Morgan Gibbs-White,100.0
2021-2022,Ben White,Morgan Gibbs-White,86.0
2021-2022,Jeff Hendrick,Jeff Hendrick,100.0
2021-2022,Michael Keane,Michael Keane,100.0
2021-2022,Mason Greenwood,Mason Greenwood,100.0
2021-2022,,João Virgínia,
2021-2022,Adam Masina,Adam Masina,100.0
2021-2022,Ryan Sessegnon,Ryan Sessegnon,100.0
2021-2022,Bryan,Bryan Gil Salvatierra,90.0
2021-2022,Bryan Mbeumo,Bryan Gil Salvatierra,86.0
2021-2022,Bryan Gil,Bryan Gil Salvatierra,90.0
2021-2022,Daniel Amartey,Daniel Amartey,100.0
2021-2022,Chem Campbell,Chem Campbell,100.0
2021-2022,César Azpilicueta,César Azpilicueta,100.0
2021-2022,Caoimhín Kelleher,Caoimhin Kelleher,94.0
2021-2022,Dan Burn,Dan Burn,100.0
